GroundTruth,Parsed Value,Prompt,Response
24,30,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 59 Attributes
Edgelist: [(141153, 15759), (143843, 15759), (125495, 161296), (125495, 15759), (110374, 15759), (17799, 38832), (17799, 15759), (41480, 15759), (113095, 69725), (113095, 106872), (113095, 15759), (164522, 106872), (164522, 15759), (73898, 15759), (45645, 15759), (15759, 38832), (15759, 104919), (15759, 28338), (15759, 69725), (15759, 106872), (15759, 158650), (15759, 161296)]
Node to Label Mapping : 
Node 141153: Label 30| Node 143843: Label 30| Node 125495: Label 24| Node 110374: Label 30| Node 17799: Label 30| Node 41480: Label 30| Node 113095: Label 30| Node 164522: Label ?| Node 73898: Label 30| Node 45645: Label 30| Node 15759: Label 30| Node 38832: Label 30| Node 161296: Label 30| Node 28338: Label 30| Node 104919: Label 30| Node 106872: Label 30| Node 158650: Label 30| Node 69725: Label 30| ```
            ""","""Label of Node 164522 = 30"""
24,24,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 60 Attributes
Edgelist: [(51136, 168461), (147713, 168461), (118851, 168461), (147684, 168461), (6024, 168461), (168461, 164814), (168461, 72732), (168461, 80543), (168461, 28944)]
Node to Label Mapping : 
Node 51136: Label ?| Node 147713: Label 24| Node 118851: Label 5| Node 147684: Label 13| Node 6024: Label 10| Node 168461: Label 24| Node 164814: Label 10| Node 28944: Label 24| Node 72732: Label 24| Node 80543: Label 24| ```
            ""","""Label of Node = 24"""
0,32,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 61 Attributes
Edgelist: [(122603, 128404)]
Node to Label Mapping : 
Node 122603: Label ?| Node 128404: Label 32| ```
            ""","""Label of Node = 32"""
34,24,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 62 Attributes
Edgelist: [(30599, 154919), (154919, 160092), (154919, 113880), (154919, 135209), (154919, 94836), (154919, 153097), (154919, 35450), (154919, 101610), (94836, 113880), (94836, 160092), (94836, 35450)]
Node to Label Mapping : 
Node 30599: Label 24| Node 154919: Label 9| Node 135209: Label 24| Node 101610: Label 24| Node 153097: Label 9| Node 94836: Label 24| Node 113880: Label 24| Node 35450: Label ?| Node 160092: Label 34| ```
            ""","""Label of Node 35450 = 24"""
10,?,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 63 Attributes
Edgelist: []
Node to Label Mapping : 
Node 140504: Label ?| ```
            ""","""Label of Node 140504 = ?"""
10,?,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 64 Attributes
Edgelist: []
Node to Label Mapping : 
Node 116506: Label ?| ```
            ""","""Label of Node 116506 = ?"""
34,34,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 65 Attributes
Edgelist: [(134179, 148532), (134179, 147832), (134179, 158552), (134179, 85400), (147832, 85400), (148532, 85400)]
Node to Label Mapping : 
Node 134179: Label 34| Node 147832: Label 34| Node 158552: Label 9| Node 148532: Label 34| Node 85400: Label ?| ```
            ""","""Label of Node 85400 = 34"""
37,37,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 66 Attributes
Edgelist: [(14936, 43967)]
Node to Label Mapping : 
Node 14936: Label ?| Node 43967: Label 37| ```
            ""","""Label of Node = 37"""
36,34,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 67 Attributes
Edgelist: [(150915, 43865), (150915, 159725), (159725, 43865), (129335, 43865), (121208, 43865)]
Node to Label Mapping : 
Node 150915: Label 34| Node 159725: Label ?| Node 129335: Label 34| Node 121208: Label 34| Node 43865: Label 34| ```
            ""","""Label of Node 159725 = 34"""
16,?,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 68 Attributes
Edgelist: []
Node to Label Mapping : 
Node 167866: Label ?| ```
            ""","""Label of Node 167866 = ?"""
2,2,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 69 Attributes
Edgelist: [(160196, 52104), (52104, 75636), (52104, 71766), (52104, 124501), (52104, 120593), (52104, 93512), (52104, 21914), (93512, 71766), (93512, 21914), (75636, 124501), (75636, 21914), (124501, 21914), (71766, 21914)]
Node to Label Mapping : 
Node 160196: Label 36| Node 52104: Label 2| Node 93512: Label 2| Node 120593: Label 33| Node 75636: Label 2| Node 124501: Label ?| Node 71766: Label 2| Node 21914: Label 2| ```
            ""","""Label of Node 124501 = 2"""
30,3,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 70 Attributes
Edgelist: [(63578, 144894), (63578, 168789), (63578, 125037), (125037, 144894)]
Node to Label Mapping : 
Node 63578: Label 3| Node 125037: Label ?| Node 168789: Label 16| Node 144894: Label 10| ```
            ""","""Label of Node 125037 = 3"""
13,?,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 71 Attributes
Edgelist: []
Node to Label Mapping : 
Node 42053: Label ?| ```
            ""","""Label of Node 42053 = ?"""
28,28,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 72 Attributes
Edgelist: [(123768, 153058), (123768, 125360)]
Node to Label Mapping : 
Node 123768: Label ?| Node 153058: Label 28| Node 125360: Label 28| ```
            ""","""Label of Node = 28"""
24,34,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 73 Attributes
Edgelist: [(83243, 134588), (28879, 134588), (96251, 134588), (134588, 77662)]
Node to Label Mapping : 
Node 83243: Label 34| Node 28879: Label 34| Node 96251: Label 34| Node 134588: Label ?| Node 77662: Label 34| ```
            ""","""Label of Node 134588 = 34"""
5,?,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 74 Attributes
Edgelist: []
Node to Label Mapping : 
Node 65543: Label ?| ```
            ""","""Label of Node 65543 = ?"""
16,16,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 75 Attributes
Edgelist: [(35144, 143469), (35144, 140898), (140898, 143469), (140898, 19286), (143469, 19286)]
Node to Label Mapping : 
Node 35144: Label 27| Node 140898: Label ?| Node 143469: Label 16| Node 19286: Label 16| ```
            ""","""Label of Node = 16"""
24,24,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 76 Attributes
Edgelist: [(4065, 44670), (109511, 72478), (109511, 44670), (75305, 44670), (136298, 44670), (80779, 44670), (72478, 44670)]
Node to Label Mapping : 
Node 4065: Label 24| Node 109511: Label 24| Node 75305: Label ?| Node 136298: Label 36| Node 80779: Label 24| Node 72478: Label 24| Node 44670: Label 24| ```
            ""","""Label of Node 75305 = 24"""
28,28,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 77 Attributes
Edgelist: [(138634, 128307), (128307, 158460)]
Node to Label Mapping : 
Node 138634: Label 28| Node 128307: Label ?| Node 158460: Label 28| ```
            ""","""Label of Node = 28"""
24,24,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 78 Attributes
Edgelist: [(68403, 117931), (68403, 87964)]
Node to Label Mapping : 
Node 68403: Label 24| Node 87964: Label ?| Node 117931: Label 24| ```
            ""","""Label of Node = 24"""
30,31,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 79 Attributes
Edgelist: [(160490, 117210), (160490, 124095), (160490, 14412), (160490, 82075)]
Node to Label Mapping : 
Node 160490: Label 31| Node 14412: Label 31| Node 117210: Label 31| Node 82075: Label ?| Node 124095: Label 26| ```
            ""","""Label of Node 82075 = 31"""
27,27,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 80 Attributes
Edgelist: [(42308, 138396), (108266, 138396), (101484, 138396), (11439, 138396), (11439, 159738), (78928, 138396), (36499, 138396), (129491, 138396), (129491, 159738), (159738, 138396)]
Node to Label Mapping : 
Node 42308: Label 16| Node 108266: Label 6| Node 101484: Label 27| Node 11439: Label ?| Node 78928: Label 27| Node 36499: Label 27| Node 129491: Label 27| Node 159738: Label 27| Node 138396: Label 27| ```
            ""","""Label of Node 11439 = 27"""
7,19,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 81 Attributes
Edgelist: [(30531, 166871)]
Node to Label Mapping : 
Node 30531: Label 19| Node 166871: Label ?| ```
            ""","""Label of Node = 19"""
10,24,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 82 Attributes
Edgelist: [(75809, 121146), (75809, 58009)]
Node to Label Mapping : 
Node 75809: Label ?| Node 58009: Label 24| Node 121146: Label 24| ```
            ""","""Label of Node = 24"""
28,?,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 83 Attributes
Edgelist: [(108633, 28310)]
Node to Label Mapping : 
Node 108633: Label ?| Node 28310: Label 28| ```
            ""","""Label of Node 108633 = ?"""
28,129731 : 28,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 84 Attributes
Edgelist: [(129731, 126086)]
Node to Label Mapping : 
Node 129731: Label ?| Node 126086: Label 28| ```
            ""","""Label of Node = 129731 : 28"""
10,24,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 85 Attributes
Edgelist: [(11269, 25354), (11269, 54094), (107303, 54094), (25354, 54094), (29834, 54094), (54094, 34173), (54094, 52958), (54094, 1212)]
Node to Label Mapping : 
Node 11269: Label 24| Node 107303: Label 2| Node 25354: Label 24| Node 29834: Label 22| Node 54094: Label ?| Node 1212: Label 24| Node 34173: Label 22| Node 52958: Label 5| ```
            ""","""Label of Node 54094 = 24"""
24,31,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 86 Attributes
Edgelist: [(154342, 136941), (162279, 136941), (136941, 148543), (136941, 139283)]
Node to Label Mapping : 
Node 154342: Label 30| Node 162279: Label 13| Node 136941: Label 31| Node 139283: Label ?| Node 148543: Label 24| ```
            ""","""Label of Node 139283 = 31"""
16,16,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 87 Attributes
Edgelist: [(155020, 143838)]
Node to Label Mapping : 
Node 155020: Label 16| Node 143838: Label ?| ```
            ""","""Label of Node = 16"""
10,2,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 88 Attributes
Edgelist: [(42285, 75763), (42285, 44246), (160466, 44246), (75763, 44246), (44246, 68698), (44246, 19101)]
Node to Label Mapping : 
Node 42285: Label 14| Node 160466: Label ?| Node 75763: Label 2| Node 44246: Label 2| Node 68698: Label 2| Node 19101: Label 22| ```
            ""","""Label of Node 160466 = 2"""
16,?,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 89 Attributes
Edgelist: []
Node to Label Mapping : 
Node 59458: Label ?| ```
            ""","""Label of Node 59458 = ?"""
16,30,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 90 Attributes
Edgelist: [(40864, 70810), (62273, 116793), (62273, 115519), (62273, 70810), (115394, 70810), (61891, 70810), (3756, 70810), (25079, 70810), (116793, 70810), (70810, 115454), (70810, 115519), (70810, 39611), (70810, 3805)]
Node to Label Mapping : 
Node 40864: Label 30| Node 62273: Label 30| Node 115394: Label ?| Node 61891: Label 30| Node 3756: Label 30| Node 25079: Label 30| Node 116793: Label 30| Node 70810: Label 30| Node 39611: Label 30| Node 3805: Label 30| Node 115454: Label 30| Node 115519: Label 30| ```
            ""","""Label of Node 115394 = 30"""
16,?,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 91 Attributes
Edgelist: []
Node to Label Mapping : 
Node 52049: Label ?| ```
            ""","""Label of Node 52049 = ?"""
26,26,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 92 Attributes
Edgelist: [(113624, 159450), (113624, 152775), (113624, 162146)]
Node to Label Mapping : 
Node 113624: Label 26| Node 159450: Label 26| Node 162146: Label ?| Node 152775: Label 26| ```
            ""","""Label of Node 162146 = 26"""
30,30,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 93 Attributes
Edgelist: [(25729, 44109), (25729, 110641)]
Node to Label Mapping : 
Node 25729: Label 30| Node 44109: Label ?| Node 110641: Label 30| ```
            ""","""Label of Node 44109 = 30"""
4,16,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 94 Attributes
Edgelist: [(69794, 51204), (69794, 67166), (166467, 51204), (51204, 86183), (51204, 59944), (51204, 153811), (51204, 92991), (51204, 81178), (51204, 158001), (51204, 166181), (51204, 67166), (51204, 82916), (51204, 81648), (51204, 104148), (166181, 153811), (153811, 81178)]
Node to Label Mapping : 
Node 69794: Label 24| Node 166467: Label 5| Node 51204: Label 16| Node 166181: Label 13| Node 82916: Label 24| Node 86183: Label 16| Node 59944: Label ?| Node 81648: Label 16| Node 158001: Label 16| Node 153811: Label 16| Node 104148: Label 16| Node 81178: Label 16| Node 67166: Label 16| Node 92991: Label 13| ```
            ""","""Label of Node 59944 = 16"""
10,24,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 95 Attributes
Edgelist: [(39025, 96140)]
Node to Label Mapping : 
Node 39025: Label ?| Node 96140: Label 24| ```
            ""","""Label of Node = 24"""
8,?,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 96 Attributes
Edgelist: [(154517, 32671)]
Node to Label Mapping : 
Node 154517: Label ?| Node 32671: Label 24| ```
            ""","""Label of Node 154517 = ?"""
8,?,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 97 Attributes
Edgelist: []
Node to Label Mapping : 
Node 117442: Label ?| ```
            ""","""Label of Node 117442 = ?"""
24,30,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 98 Attributes
Edgelist: [(124619, 106957)]
Node to Label Mapping : 
Node 124619: Label 30| Node 106957: Label ?| ```
            ""","""Label of Node = 30"""
24,24,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 99 Attributes
Edgelist: [(161031, 157894), (3853, 157894), (3853, 133028), (132242, 157894), (133028, 157894), (97707, 157894), (3892, 157894), (57663, 157894), (157894, 45523), (157894, 98394), (157894, 77419), (157894, 70896), (157894, 152942), (157894, 83016), (157894, 110833), (157894, 1018), (157894, 121425), (157894, 108259), (157894, 99030), (70896, 1018)]
Node to Label Mapping : 
Node 161031: Label 24| Node 3853: Label 16| Node 132242: Label 16| Node 133028: Label 24| Node 97707: Label 16| Node 3892: Label 3| Node 57663: Label 24| Node 157894: Label 24| Node 83016: Label 24| Node 121425: Label 16| Node 45523: Label ?| Node 99030: Label 16| Node 98394: Label 24| Node 108259: Label 16| Node 77419: Label 24| Node 152942: Label 24| Node 70896: Label 24| Node 110833: Label 30| Node 1018: Label 24| ```
            ""","""Label of Node 45523 = 24"""
38,38,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 100 Attributes
Edgelist: [(98082, 112535), (98082, 106747), (95491, 112535), (34566, 112535), (22671, 112535), (61265, 112535), (74193, 112535), (72404, 112535), (112535, 71065), (112535, 106747), (71065, 106747)]
Node to Label Mapping : 
Node 98082: Label 38| Node 95491: Label 38| Node 34566: Label 38| Node 22671: Label ?| Node 61265: Label 38| Node 74193: Label 38| Node 72404: Label 38| Node 112535: Label 38| Node 71065: Label 38| Node 106747: Label 38| ```
            ""","""Label of Node 22671 = 38"""
